Nom,Dosage,Forme,DCI,Classe,Sous Classe,Indications,G/P/B
ACTOZID,50mg/25mg,Comprimé sécable,CAPTOPRIL+HYDROCHLORTHIAZIDE,SYSTEME CARDIOVASCULAIRE,AGENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,"- Traitement de l'hypertension artérielle essentielle.
Cette ossociation à dose fixe est indiquée chez les patients dont la
pression artérielle n'est pas suffisamment contrôlée par le CAPTOPRIL
seul ou l'hydrochlorothiazide seul.",Générique
ACTRAPID,100 UI/ML,Solution injectable,INSULINE HUMAINE,APPAREIL DIGESTIF ET METABOLISME,MEDICAMENT UTILISE DANS LE TRAITEMENT DU DIABETE,Traitement du diabète sucré.,Princeps
ACTRAPID PENFILL,100 UI/ML,Suspension injectable,INSULINE HUMAINE,APPAREIL DIGESTIF ET METABOLISME,MEDICAMENT UTILISE DANS LE TRAITEMENT DU DIABETE,Traitement du diabète sucré.,Princeps
ACUPAN,20 mg,Solution injectable,NEFOPAM,SYSTEME NERVEUX,ANALGESIQUES,"Traitement symptomatique des affections douloureuses aiguës, notamment
des douleurs post-opératoires.",Princeps
ADALATE RETARD,20 MG,Comprimé à libération prolongée,NIFEDIPINE,SYSTEME CARDIOVASCULAIRE,INHIBITEURS DES CANAUX DU CALCIUM,HYPERTENSION ARTERIELLE.,Générique
ADALATE RETARD,20 MG,Comprimé à libération prolongée,NIFEDIPINE,SYSTEME CARDIOVASCULAIRE,INHIBITEURS DES CANAUX DU CALCIUM,HYPERTENSION ARTERIELLE.,Princeps
ADALATE RETARD,20 MG,Comprimé à libération prolongée,NIFEDIPINE,SYSTEME CARDIOVASCULAIRE,INHIBITEURS DES CANAUX DU CALCIUM,HYPERTENSION ARTERIELLE.,Princeps
ADENAFIL,50 MG,Comprimé pelliculé sécable,SILDENAFIL,SYSTEME GENITO URINAIRE ET HORMONES SEXUELLES,MEDICAMENTS UROLOGIQUES,"Traitement des troubles de l'érection, ce qui correspond à
l'incapacité d'obtenir ou de maintenir une érection du pénis
suffisante pour une activité sexuelle satisfaisante.
Une stimulation sexuelle est requise pour que ADENAFIL soit efficace.",Générique
ADENAFIL,50 mg,Comprimé pelliculé sécable,SILDENAFIL,SYSTEME GENITO URINAIRE ET HORMONES SEXUELLES,MEDICAMENTS UROLOGIQUES,"Traitement des troubles de l'érection, ce qui correspond à
l'incapacité d'obtenir ou de maintenir une érection du pénis
suffisante pour une activité sexuelle satisfaisante.
Une stimulation sexuelle est requise pour que ADENAFIL soit efficace.",Générique
ADENAFIL,50 MG,Comprimé pelliculé sécable,SILDENAFIL,SYSTEME GENITO URINAIRE ET HORMONES SEXUELLES,MEDICAMENTS UROLOGIQUES,"Traitement des troubles de l'érection, ce qui correspond à
l'incapacité d'obtenir ou de maintenir une érection du pénis
suffisante pour une activité sexuelle satisfaisante.
Une stimulation sexuelle est requise pour que ADENAFIL soit efficace.",Générique
ADEX,2.500 MG,Comprimé,INDAPAMIDE,SYSTEME CARDIOVASCULAIRE,DIURETIQUES,Hypertension artérielle,Générique
ADEX LP,1.5 mg,Comprimé à libération prolongée,INDAPAMIDE,SYSTEME CARDIOVASCULAIRE,DIURETIQUES,Hypertension artérielle essentielle.,Générique
ADOFEN,20 mg/ml,Suspension buvable,IBUPROFEN,SYSTEME NERVEUX,ANALGESIQUES,Traitement symptomatique des affections douloureuses et/ou fébriles.,Générique
ADOFEN,5%,Gel dermique,IBUPROFEN,MUSCLE ET SQUELETTE,TOPIQUES POUR LES DOULEURS ARTICULAIRES ET MUSCULA,"Traitement sumptomatique en traumatologie bénigne : entorses,
contusions
Traitement sumptomatique des tendinites superficielles.",Générique
ADOFEN MENTHOL,5%,Gel dermique,IBUPROFENE + LEVOMENTHOL,MUSCLE ET SQUELETTE,TOPIQUES POUR LES DOULEURS ARTICULAIRES ET MUSCULA,"Traitement  de la douleur et du gonflement en traumatologie bénigne:
entorse, contusions, traumatologie sportive.",Générique
ADOL,1000 mg,Comprimé sécable,PARACETAMOL,SYSTEME NERVEUX,ANALGESIQUES,"Traitement symptomatique des douleurs d'intensité légère à modérée
et/ou des états fébriles.
Traitement symptomatique des douleurs de l'arthrose.",Générique
ADOL,100 MG/ML,Gouttes buvables,PARACETAMOL,SYSTEME NERVEUX,ANALGESIQUES,TRAITEMENT SYMTOMATIQUE DES AFFECTIONS DOULOUREUSES ET/OU FEBRILES.,Générique
ADOL,500 mg,Comprimé,PARACETAMOL,SYSTEME NERVEUX,ANALGESIQUES,TRAITEMENT SYMPTOMATIQUE DES AFFECTIONS DOULOUREUSES ET/OU FEBRILES.,Générique
ADOL,500 mg,Comprimé,PARACETAMOL,SYSTEME NERVEUX,ANALGESIQUES,TRAITEMENT SYMPTOMATIQUE DES AFFECTIONS DOULOUREUSES ET/OU FEBRILES.,Générique
ADOL EXTRA,500 mg/65 mg,Comprimé pelliculé,PARACETAMOL+CAFEINE,SYSTEME NERVEUX,ANALGESIQUES,"Traitement symptomatique des douleurs d'intensité légère à modérée
et/ou des états fébriles.",Générique
ADOLINE,500 mg,Comprimé,PARACETAMOL,SYSTEME NERVEUX,ANALGESIQUES,"Traitement symptomatique des douleurs d'intensité légère à modérée
et/ou des états fébriles.",Générique
ADOLINE,500 mg,Comprimé,PARACETAMOL,SYSTEME NERVEUX,ANALGESIQUES,"Traitement symptomatique des douleurs d'intensité légère à modérée
et/ou des états fébriles.",Générique
ADOLINE,500 mg,Comprimé,PARACETAMOL,SYSTEME NERVEUX,ANALGESIQUES,"Traitement symptomatique des douleurs d'intensité légère à modérée
et/ou des états fébriles.",Générique
ADOLINE EXTRA,500 mg/65 mg,Comprimé pelliculé,PARACETAMOL+CAFEINE,SYSTEME NERVEUX,ANALGESIQUES,"Traitement symptomatique des douleurs d'intensité légère à modérée
et/ou des états fébriles.",Générique
ADOLINE FORT,400mg /25 mg,Comprimé,PARACETAMOL+CODEINE,SYSTEME NERVEUX,ANALGESIQUES,"Réservé à l'adulte:
douleurs modérée ou intense ou ne répondant pas à l'utilisation
d'antalgiques périphériques .",Générique
ADONTAG,75 mg,Gélule,PREGABALINE,SYSTEME NERVEUX,ANTI-EPILEPTIQUES,"Douleurs neuropathiques:
- ADONTAG est indiqué le traitement des douleurs neuropathiques
périphériques et centrales chez l'adulte.
Epilepsie:
- ADONTAG est indiqué chez l'adulte en association dans le traitement
des crises épileptiques partielles ave",Générique
ADONTAG,150 mg,Gélule,PREGABALINE,SYSTEME NERVEUX,ANTI-EPILEPTIQUES,"Douleurs neuropathiques:
- ADONTAG est indiqué le traitement des douleurs neuropathiques
périphériques et centrales chez l'adulte.
Epilepsie:
- ADONTAG est indiqué chez l'adulte en association dans le traitement
des crises épileptiques partielles ave",Générique
ADONTAG,150 mg,Gélule,PREGABALINE,SYSTEME NERVEUX,ANTI-EPILEPTIQUES,"Douleurs neuropathiques:
- ADONTAG est indiqué le traitement des douleurs neuropathiques
périphériques et centrales chez l'adulte.
Epilepsie:
- ADONTAG est indiqué chez l'adulte en association dans le traitement
des crises épileptiques partielles ave",Générique
ADONTAG,150 mg,Gélule,PREGABALINE,SYSTEME NERVEUX,ANTI-EPILEPTIQUES,"Douleurs neuropathiques:
- ADONTAG est indiqué le traitement des douleurs neuropathiques
périphériques et centrales chez l'adulte.
Epilepsie:
- ADONTAG est indiqué chez l'adulte en association dans le traitement
des crises épileptiques partielles ave",Générique
ADONTAG,75 mg,Gélule,PREGABALINE,SYSTEME NERVEUX,ANTI-EPILEPTIQUES,"Douleurs neuropathiques:
- ADONTAG est indiqué le traitement des douleurs neuropathiques
périphériques et centrales chez l'adulte.
Epilepsie:
- ADONTAG est indiqué chez l'adulte en association dans le traitement
des crises épileptiques partielles ave",Générique
ADONTAG,150 mg,Gélule,PREGABALINE,SYSTEME NERVEUX,ANTI-EPILEPTIQUES,"Douleurs neuropathiques:
- ADONTAG 150 est indiqué dans le traitement des douleurs
neuropathiques périphériques et centrales chez l'adulte.
Epilepsie:
- ADONTAG 150 est indiqué chez l'adulte en association dans le
traitement des crises épileptiques p",Générique
ADONTAG,150 mg,Gélule,PREGABALINE,SYSTEME NERVEUX,ANTI-EPILEPTIQUES,"Douleurs neuropathiques:
- ADONTAG 150 est indiqué dans le traitement des douleurs
neuropathiques périphériques et centrales chez l'adulte.
Epilepsie:
- ADONTAG 150 est indiqué chez l'adulte en association dans le
traitement des crises épileptiques p",Générique
ADONTAG,150 mg,Gélule,PREGABALINE,SYSTEME NERVEUX,ANTI-EPILEPTIQUES,"Douleurs neuropathiques:
- ADONTAG 150 est indiqué dans le traitement des douleurs
neuropathiques périphériques et centrales chez l'adulte.
Epilepsie:
- ADONTAG 150 est indiqué chez l'adulte en association dans le
traitement des crises épileptiques p",Générique
ADRENALINE 0.1%,1 MG/ML,Solution injectable,ADRENALINE,SYSTEME CARDIOVASCULAIRE,THERAPIE CARDIAQUE,"- Traitement de l'arrêt cardiovasculaire.
- Traitement du choc anaphyllactique;
- Traitement des détresses cardio-vasculaires avec états de choc
anaphyllactique, hémorragique, traumatique, infectieux ou secondaire à
la chirurgie cardiaque.",Générique
ADRENALINE AGUETTANT SANS SULFITES,1 mg/ml,Solution injectable,ADRENALINE,SYSTEME CARDIOVASCULAIRE,THERAPIE CARDIAQUE,"- traitement de l'arrêt cardiovasculaire;
- traitement du choc anaphylactique;
- traitement des détresses cardio-circulatoires avec états de choc
anaphylactique, hémorragique, traumatique, infectieux ou secondaire à
la chirurgie cardiaque.",Générique
ADRENALINE MEDIS sans conservateur,5 mg/5ml,Solution injectable,ADRENALINE,SYSTEME CARDIOVASCULAIRE,THERAPIE CARDIAQUE,"- Traitement de l'arrêt cardiovasculaire;
- Traitement du choc anaphylactique;
- Traitement des détresses cardio-circulatoires avec états de choc
anaphylactique, hémorragique, traumatique, infectieux ou secondaire à
la chirurgie cardiaque.",Générique
ADRENALINE MEDIS sans conservateur,1 mg/1ml,Solution injectable,ADRENALINE,SYSTEME CARDIOVASCULAIRE,THERAPIE CARDIAQUE,"- Traitement de l'arrêt cardiovasculaire.
- Traitement du choc anaphylactique;
- Traitement des détresses cardio-circulatoires avec états de choc
anaphylactique, hémorragique, traumatique, infectieux ou secondaire à
la chirurgie cardiaque.",Générique
ADRENALINE RENAUDIN 0.1%,1 MG/ML,Solution injectable,ADRENALINE,SYSTEME CARDIOVASCULAIRE,THERAPIE CARDIAQUE,"- Traitement de l'arrêt cardiovasculaire.
- Traitement du choc anaphylactique;
- Traitement des détresses cardio-vasculaires avec états de choc
anaphylactique, hémorragique, traumatique, infectieux ou secondaire à
la chirurgie cardiaque.",Générique
ADRENALINE SOPHARMA,1 mg/ml,Solution injectable,ADRENALINE,SYSTEME CARDIOVASCULAIRE,THERAPIE CARDIAQUE,"- Traitement de l'arrêt cardiovasculaire.
- Traitement du choc anaphyllactique;
- Traitement des détresses cardio-vasculaires avec états de choc
anaphyllactique, hémorragique, traumatique, infectieux ou secondaire à
la chirurgie cardiaque.",Générique
ADRENOL 1 (SANS SULFITES),1 mg/ml,Solution injectable,ADRENALINE,SYSTEME CARDIOVASCULAIRE,THERAPIE CARDIAQUE,"- Traitement de l'arrêt cardiovasculaire.
- Traitement du choc anaphylactique;
- Traitement des détresses cardio-circulatoires avec états de choc
anaphylactique, hémorragique, traumatique, infectieux ou secondaire à
la chirurgie cardiaque.",Générique
ADRENOL 1(Avec sulfite),1 mg/ml,Solution injectable,ADRENALINE,SYSTEME CARDIOVASCULAIRE,THERAPIE CARDIAQUE,"- Traitement de l'arrêt cardiovasculaire.
- Traitement du choc anaphylactique;
- Traitement des détresses cardio-vasculaires avec états de choc
anaphyllactique, hémorragique, traumatique, infectieux ou secondaire à
la chirurgie cardiaque.",Générique
ADRIBLASTINE,50 mg/25 ml,Solution injectable pour perfusion,DOXORUBICINE,ANTINEOPLASIQUES ET IMMUNOMODULATEURS,ANTINEOPLASIQUES,"- Carcinomes du sein.
- Sarcomes des os et des parties molles.
- Maladie de Hodgkin, lymphomes non hodgkiniens.
- Tumeurs solides de l'enfant.
- Cancers du poumon.
- Leucémies aiguës et chroniques.
- Cancers de la vessie, de l'ovaire, de l'estomac.",Générique
ADRIBLASTINE,10 mg/5 ml,Solution injectable pour perfusion,DOXORUBICINE,ANTINEOPLASIQUES ET IMMUNOMODULATEURS,ANTINEOPLASIQUES,"- Carcinomes du sein.
- Sarcomes des os et des parties molles.
- Maladie de Hodgkin, lymphomes non hodgkiniens.
- Tumeurs solides de l'enfant.
- Cancers du poumon.
- Leucémies aiguës et chroniques.
- Cancers de la vessie, de l'ovaire, de l'estomac.",Princeps
ADVAGRAF LP,0.5 mg,Gélule à libération prolongée,TACROLIMUS,ANTINEOPLASIQUES ET IMMUNOMODULATEURS,IMMUNOSUPPRESSEURS,"- Prévention du rejet du greffon chez  les adultes transplantés rénaux
ou hépatiques.
- Traitement du rejet de l'allogreffe résistant à un traitement par
d'autres médicaments immunosuppresseurs chez les patients adultes.",Princeps
ADVAGRAF LP,1 mg,Gélule à libération prolongée,TACROLIMUS,ANTINEOPLASIQUES ET IMMUNOMODULATEURS,IMMUNOSUPPRESSEURS,"- Prévention du rejet du greffon chez  les adultes transplantés rénaux
ou hépatiques.
- Traitement du rejet de l'allogreffe résistant à un traitement par
d'autres médicaments immunosuppresseurs chez les patients adultes.",Princeps
ADVAGRAF LP,5 mg,Gélule à libération prolongée,TACROLIMUS,ANTINEOPLASIQUES ET IMMUNOMODULATEURS,IMMUNOSUPPRESSEURS,"- Prévention du rejet du greffon chez  les adultes transplantés rénaux
ou hépatiques.
- Traitement du rejet de l'allogreffe résistant à un traitement par
d'autres médicaments immunosuppresseurs chez les patients adultes.",Princeps
ADYBREX,200 mg,Gélule,CELECOXIB,MUSCLE ET SQUELETTE,ANTI-INFLAMMATOIRES ET ANTIRHUMATISMAUX,"ADYBREX est indiqué chez l'adulte dans le sulagement des symptômes
dans le traitement de l'arthrose, de la polyarthrite rhumatoïde (PR)
et de la douleur aiguë post-opératoire.
- Spondylarthrites ankylosantes.
-Traitement de la douleur aigue musculo-s",Générique
ADYBREX,200 mg,Gélule,CELECOXIB,MUSCLE ET SQUELETTE,ANTI-INFLAMMATOIRES ET ANTIRHUMATISMAUX,"ADYBREX est indiqué chez l'adulte dans le soulagement des symptômes
dans le traitement de l'arthrose, de la polyarthrite rhumatoïde (PR)
et de la douleur aiguë post-opératoire.
- Spondylarthrites ankylosantes.
-Traitement de la douleur aigue musculo-",Générique
ADYBREX,200 mg,Gélule,CELECOXIB,MUSCLE ET SQUELETTE,ANTI-INFLAMMATOIRES ET ANTIRHUMATISMAUX,"ADYBREX est indiqué chez l'adulte dans le soulagement des symptômes
dans le traitement de l'arthrose, de la polyarthrite rhumatoïde (PR)
et de la douleur aiguë post-opératoire.
- Spondylarthrites ankylosantes.
-Traitement de la douleur aigue musculo-",Générique
ADYFLU,75 mg,Gélule,OSELTAMIVIR,ANTIINFECTIEUX GENERAUX A USAGE SYSTEMIQUE,ANTIVIRAUX (USAGE SYSTEMIQUE),"* Traitement de la grippe :
Chez les patients âgés d'un an ou plus présentant des symptômes
typiques de la grippe en période de circulation du virus. L'efficacité
a été démontrée quand le traitement est instauré dans les 2 jours
suivant le début des",Générique
ADYFLU,30 mg,Gélule,OSELTAMIVIR,ANTIINFECTIEUX GENERAUX A USAGE SYSTEMIQUE,ANTIVIRAUX (USAGE SYSTEMIQUE),"* Traitement de la grippe :
Chez les patients âgés d'un an ou plus présentant des symptômes
typiques de la grippe en période de circulation du virus. L'efficacité
a été démontrée quand le traitement est instauré dans les 2 jours
suivant le début des",Générique
ADYFLU,45 mg,Gélule,OSELTAMIVIR,ANTIINFECTIEUX GENERAUX A USAGE SYSTEMIQUE,ANTIVIRAUX (USAGE SYSTEMIQUE),"* Traitement de la grippe :
Chez les patients âgés d'un an ou plus présentant des symptômes
typiques de la grippe en période de circulation du virus. L'efficacité
a été démontrée quand le traitement est instauré dans les 2 jours
suivant le début des",Générique
ADYS,100 mg,Comprimé pelliculé,FLURBIPROFENE,MUSCLE ET SQUELETTE,ANTI-INFLAMMATOIRES ET ANTIRHUMATISMAUX,"Elles procèdent de l'activité anti-inflammatoire du flurbiprofène, de
l'importance des manifestations d'intolérance auxquelles le médicament
donne lieu et de sa place dans l'éventail des produits
anti-inflammatoires actuellement disponibles. Elles so",Générique
AERIUS,5 MG,Comprimé pelliculé,DESLORATADINE,SYSTEME RESPIRATOIRE,ANTIHISTAMINIQUES (USAGE SYSTEMIQUE),"Aérus est indiqué pour le traitement symptomatique de :
- la rhinite allergique (RA)
- l'urticaire",Princeps
AERIUS,0.5 mg/ml,Solution buvable,DESLORATADINE,SYSTEME RESPIRATOIRE,ANTIHISTAMINIQUES (USAGE SYSTEMIQUE),"Aerius est indiqué chez les adultes , les adolescents et les enfants
de plus de 1 an pour le traitement symptomatique de :
- la rhinite allergique
- l'urticaire",Princeps
AEROFOR,12 mcg,Gélule,FORMOTEROL,SYSTEME RESPIRATOIRE,MEDICAMENTS DES MALADIES RESPIRATOIRES OBSTRUCTIVE,"1/ Traitement symptomatique continu de l'asthme et des autres
bronchopneumopathies obstructives réversibles;
- chez des patients nécessitant des prises quotidiennes de béta2
agonistes à action rapide et de courte durée,
- et/ou en cas de symptômes no",Générique
AEROFOR,12 mcg,Gélule,FORMOTEROL,SYSTEME RESPIRATOIRE,MEDICAMENTS DES MALADIES RESPIRATOIRES OBSTRUCTIVE,"1/ Traitement symptomatique continu de l'asthme et des autres
bronchopneumopathies obstructives réversibles;
- chez des patients nécessitant des prises quotidiennes de béta2
agonistes à action rapide et de courte durée,
- et/ou en cas de symptômes no",Générique
AEROL,100 µG,Aérosol,SALBUTAMOL,SYSTEME RESPIRATOIRE,MEDICAMENTS DES MALADIES RESPIRATOIRES OBSTRUCTIVE,"Traitement symptomatique de la crise d'asthme.
Traitement symptomatique des exacerbations au cours de la maladie
asthmatique ou de la bronchite chronique obstructive.
Prévention de l'asthme d'effort.
Test de réversibilité de l'obstruction bronchique",Générique
AERONIDE,200 µg,Poudre pour inhalation buccale,BUDESONIDE,SYSTEME RESPIRATOIRE,MEDICAMENTS DES MALADIES RESPIRATOIRES OBSTRUCTIVE,"-  Maladies obstructives des voies respiratoires telles que asthme et
bronchites chroniques obstructives lorsqu'une corticothérapie est
indiquée.",Générique
AERONIDE,400 µg,Poudre pour inhalation buccale,BUDESONIDE,SYSTEME RESPIRATOIRE,MEDICAMENTS DES MALADIES RESPIRATOIRES OBSTRUCTIVE,"-  Maladies obstructives des voies respiratoires telles que asthme et
bronchites chroniques obstructives lorsqu'une corticothérapie est
indiquée.",Générique
AERRANE,,Solution pour inhalation,ISOFLURANE,SYSTEME NERVEUX,ANESTHESIQUES,"AErrane est un anesthésique halogéné volatile pour une anesthésie
générale par inhalation.
AErrane est destiné à l'induction et au maintien de l'anesthésie
générale chez l'adulte ou l'enfant.
L'administration de AErrane à usage dentaire doit être lim",Princeps
AFINITOR,5 mg,Comprimé,EVEROLIMUS,ANTINEOPLASIQUES ET IMMUNOMODULATEURS,ANTINEOPLASIQUES,"Traitement des femmes ménopausées avec du cancer du sein avancé, à
récepteur hormonal positif, HER2 négatif en combinaison avec
l'exémestane, après l'échec du traitement par létrozole ou
anastrozole.
Traitement :
- des patients  avec des  tumeurs neu",Princeps
AFINITOR,10 mg,Comprimé,EVEROLIMUS,ANTINEOPLASIQUES ET IMMUNOMODULATEURS,ANTINEOPLASIQUES,"Traitement des femmes ménopausées avec du cancer du sein avancé, à
récepteur hormonal positif, HER2 négatif en combinaison avec
l'exémestane, après l'échec du traitement par létrozole ou
anastrozole.
Traitement :
- des patients avec des tumeurs neuro",Princeps
AFTAGEL,,Gel buccal,LIDOCAINE+SULFATE DE ZINC,APPAREIL DIGESTIF ET METABOLISME,PREPARATIONS STOMATOLOGIQUES,"Traitement local des lésions inflammatoires limitées de la muqueuse
buccale et des aphtes.",Princeps
AFUSIDIC,250 mg,Comprimé pelliculé,ACIDE FUSIDIQUE,ANTIINFECTIEUX GENERAUX A USAGE SYSTEMIQUE,ANTIBACTERIENS (USAGE SYSTEMIQUE),"Elles sont limitées aux infections staphylococciques, notamment dans
leurs localisations cutanées, osseuses et articulaires.",Générique
